,Tree,Mold,Grass,Ragweed,total-pol,LATITUDE_R,LONGITUDE_R,ELEVATION_R,AWND_R,DAPR_R,MDPR_R,PRCP_R,TAVG_R,TMAX_R,TMIN_R,TOBS_R,TSUN,WDF2,WESD,WESF,WV03,LATITUDE_C,LONGITUDE_C,ELEVATION_C,AWND_C,DAPR_C,MDPR_C,PRCP_C,TAVG_C,TMAX_C,TMIN_C,TOBS_C,LATITUDE_D,LONGITUDE_D,ELEVATION_D,AWND_D,DAPR_D,MDPR_D,PRCP_D,TAVG_D,TMAX_D,TMIN_D,TOBS_D,LATITUDE_H,LONGITUDE_H,ELEVATION_H,AWND_H,DAPR_H,MDPR_H,PRCP_H,TAVG_H,TMAX_H,TMIN_H,TOBS_H
2001-10-30,0.0,1440.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.47,,,0.0,50.16666666666666,68.66666666666667,31.66666666666667,55.0,,15.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,1.57,,,0.0,53.16666666666666,67.0,39.333333333333336,50.5,36.567795,-79.349205,146.75,3.8,,,0.0,47.75,66.5,29.0,32.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.159999999999998,,,0.0,50.75,64.0,37.5,
2001-10-31,0.0,2520.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,2.795,,,0.0,52.83333333333334,66.66666666666667,39.0,58.0,,185.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,2.91,,,0.0,54.66666666666666,67.33333333333333,42.0,49.5,36.567795,-79.349205,146.75,1.12,,,0.0,51.5,70.0,33.0,38.0,37.013870000000004,-76.33370000000002,7.524999999999999,4.25,,,0.0,55.75,65.25,46.25,
2001-11-01,0.0,4140.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.705,,,0.0,58.66666666666666,74.66666666666667,42.66666666666666,65.0,0.0,220.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,6.49,,,0.0,58.16666666666666,73.66666666666667,42.66666666666666,52.5,36.567795,-79.349205,146.75,2.68,,,0.0,54.25,72.0,36.5,37.0,37.013870000000004,-76.33370000000002,7.524999999999999,4.4,,,0.0,58.875,73.0,44.75,
2001-11-02,0.0,3600.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,7.380000000000001,,,0.0,67.5,79.66666666666667,55.33333333333334,65.0,,220.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,9.17,,,0.0,65.5,77.66666666666667,53.33333333333334,61.0,36.567795,-79.349205,146.75,4.03,,,0.0,59.25,76.0,42.5,49.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.156666666666666,,,0.0,67.125,79.75,54.5,
2001-11-05,0.0,2160.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,8.719999999999999,,,0.0,50.66666666666666,59.66666666666666,41.66666666666666,45.0,,165.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,5.59,,,0.0,51.5,62.0,41.0,43.0,36.567795,-79.349205,146.75,6.04,,,0.0,52.25,66.0,38.5,37.0,37.013870000000004,-76.33370000000002,7.524999999999999,12.006666666666668,,,0.0,52.875,58.75,47.0,
2001-11-06,0.0,1020.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,7.045,,,0.0,47.33333333333334,59.66666666666666,35.0,42.0,0.0,165.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,5.14,,,0.0,48.16666666666666,60.0,36.333333333333336,46.5,36.567795,-79.349205,146.75,2.24,,,0.0,46.0,63.5,28.5,30.0,37.013870000000004,-76.33370000000002,7.524999999999999,9.543333333333333,,,0.0,48.0,56.25,39.75,
2001-11-07,0.0,1080.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.915,,,0.0,54.33333333333334,74.33333333333333,34.333333333333336,55.0,0.0,300.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,5.37,,,0.0,56.33333333333334,69.0,43.66666666666666,53.0,36.567795,-79.349205,146.75,4.92,,,0.0,49.75,70.0,29.5,33.0,37.013870000000004,-76.33370000000002,7.524999999999999,4.326666666666667,,,0.0,54.875,71.5,38.25,
2001-11-08,0.0,1380.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,4.25,,,0.0,57.16666666666666,74.33333333333333,40.0,55.0,0.0,200.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,4.47,,,0.0,58.66666666666666,72.66666666666667,44.66666666666666,54.0,36.567795,-79.349205,146.75,3.58,,,0.0,53.25,75.5,31.0,33.0,37.013870000000004,-76.33370000000002,7.524999999999999,4.4,,,0.0,58.125,71.5,44.75,
2001-11-09,0.0,2520.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.375,,,0.0,50.83333333333334,62.0,39.66666666666666,46.0,0.0,185.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,6.71,,,0.0,53.16666666666666,66.33333333333333,40.0,49.0,36.567795,-79.349205,146.75,5.82,,,0.0,51.75,70.5,33.0,55.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.756666666666668,,,0.0,48.625,59.0,38.25,
2001-11-12,0.0,1980.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.47,,,0.0,42.16666666666666,55.33333333333334,29.0,40.0,0.0,340.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,1.12,,,0.0,42.66666666666666,55.66666666666666,29.66666666666667,34.5,36.567795,-79.349205,146.75,2.46,,,0.0,46.0,61.0,31.0,32.0,37.013870000000004,-76.33370000000002,7.524999999999999,8.35,,,0.0,45.0,53.25,36.75,
2001-11-13,0.0,1980.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,1.6800000000000002,,,0.0,42.833333333333336,58.0,27.66666666666667,42.0,0.0,165.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,2.91,,,0.0,43.5,56.66666666666666,30.33333333333333,43.0,36.567795,-79.349205,146.75,1.79,,,0.0,42.0,57.5,26.5,29.0,37.013870000000004,-76.33370000000002,7.524999999999999,5.446666666666666,,,0.0,44.625,56.25,33.0,
2001-11-14,0.0,1800.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,2.795,,,0.0,49.33333333333334,68.0,30.66666666666667,47.0,,205.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,2.91,,,0.0,49.16666666666666,63.66666666666666,34.666666666666664,42.0,36.567795,-79.349205,146.75,1.34,,,0.0,44.75,61.5,28.0,31.0,37.013870000000004,-76.33370000000002,7.524999999999999,2.0900000000000003,,,0.0,51.375,64.5,38.25,
2001-11-15,0.0,1260.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,0.89,,,0.0,51.66666666666666,71.0,32.333333333333336,65.0,0.0,185.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,2.24,,,0.0,53.16666666666666,68.0,38.333333333333336,49.5,36.567795,-79.349205,146.75,1.57,,,0.0,48.5,69.0,28.0,49.0,37.013870000000004,-76.33370000000002,7.524999999999999,2.24,,,0.0,52.875,64.75,41.0,
2001-11-16,0.0,2520.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,1.785,,,0.0,57.66666666666666,77.0,38.333333333333336,68.0,0.0,10.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,2.01,,,0.0,59.33333333333334,74.33333333333333,44.33333333333334,53.5,36.567795,-79.349205,146.75,4.92,,,0.0,54.5,76.0,33.0,42.0,37.013870000000004,-76.33370000000002,7.524999999999999,1.8633333333333333,,,0.0,55.375,70.5,40.25,
2001-11-19,0.0,2160.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,9.17,,,0.0,55.66666666666666,73.0,38.333333333333336,60.0,,220.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,8.28,,,0.0,53.0,67.33333333333333,38.66666666666666,47.0,36.567795,-79.349205,146.75,5.37,,,0.0,49.75,67.0,32.5,34.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.156666666666666,,,0.0,55.875,72.0,39.75,
2001-11-21,0.0,1980.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,2.46,,,0.0,40.66666666666666,54.33333333333334,27.0,42.0,0.0,215.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,5.14,,,0.0,40.66666666666666,52.66666666666666,28.66666666666667,37.0,36.567795,-79.349205,146.75,2.46,,,0.0,39.5,53.5,25.5,28.0,37.013870000000004,-76.33370000000002,7.524999999999999,6.636666666666668,,,0.0,42.125,49.5,34.75,
2001-11-23,0.0,1260.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,2.125,,,0.0,47.66666666666666,64.66666666666667,30.66666666666667,48.0,0.0,140.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,1.34,,,0.0,47.5,62.33333333333334,32.666666666666664,42.5,36.567795,-79.349205,146.75,1.79,,,0.0,44.75,62.5,27.0,30.0,37.013870000000004,-76.33370000000002,7.524999999999999,3.803333333333333,,,0.0,49.875,63.75,36.0,
2001-11-26,0.0,630.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,2.91,,,0.0033333333333333327,61.5,70.0,53.0,58.0,0.0,55.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,1.12,,,0.013333333333333334,57.83333333333334,66.66666666666667,49.0,51.5,36.567795,-79.349205,146.75,1.79,,,0.01,61.5,72.0,51.0,55.0,37.013870000000004,-76.33370000000002,7.524999999999999,5.29,,,0.0025,62.25,68.25,56.25,
2001-11-27,0.0,540.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,2.575,,,0.006666666666666667,57.0,65.0,49.0,60.0,0.0,205.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,0.89,,,0.006666666666666667,54.0,61.0,47.0,50.5,36.567795,-79.349205,146.75,1.57,,,0.005,59.25,72.0,46.5,51.0,37.013870000000004,-76.33370000000002,7.524999999999999,5.07,,,0.0025,61.25,66.5,56.0,
2001-11-28,0.0,2520.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,2.905,,,0.0,65.0,73.33333333333333,56.66666666666666,61.0,,200.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,1.34,,,0.0033333333333333327,58.33333333333334,67.66666666666667,49.0,54.5,36.567795,-79.349205,146.75,4.47,,,0.0,61.0,73.5,48.5,48.0,37.013870000000004,-76.33370000000002,7.524999999999999,5.8933333333333335,,,0.0,64.625,70.25,59.0,
2001-11-29,0.0,1980.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.825,,,0.0033333333333333327,63.83333333333334,70.66666666666667,57.0,61.0,0.0,195.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,3.58,,,0.0033333333333333327,60.83333333333334,69.0,52.66666666666666,55.5,36.5729,-79.3351,174.0,6.26,,,0.0,64.0,75.0,53.0,,37.013870000000004,-76.33370000000002,7.524999999999999,6.263333333333333,,,0.0025,65.75,76.75,54.75,
2001-11-30,0.0,2880.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,12.64,,,0.0,69.5,76.0,63.0,70.0,0.0,195.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,10.96,,,0.013333333333333334,60.5,68.33333333333333,52.66666666666666,55.5,36.567795,-79.349205,146.75,8.72,,,0.01,62.5,72.0,53.0,67.0,37.013870000000004,-76.33370000000002,7.524999999999999,11.483333333333333,,,0.0,70.875,77.75,64.0,
2001-12-03,0.0,1800.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,1.6749999999999998,,,0.0,45.83333333333334,60.0,31.66666666666667,45.0,,110.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,2.46,,,0.0,46.16666666666666,58.66666666666666,33.666666666666664,42.5,36.567795,-79.349205,146.75,1.57,,,0.0,45.25,60.0,30.5,33.0,37.013870000000004,-76.33370000000002,7.524999999999999,6.8599999999999985,,,0.0,48.75,57.5,40.0,
2001-12-04,0.0,1980.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,2.91,,,0.0,51.33333333333334,70.33333333333333,32.333333333333336,53.0,,185.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,1.57,,,0.0,54.0,69.33333333333333,38.66666666666666,49.0,36.567795,-79.349205,146.75,2.46,,,0.0,47.5,66.0,29.0,31.0,37.013870000000004,-76.33370000000002,7.524999999999999,2.46,,,0.0025,50.125,62.25,38.0,
2001-12-05,0.0,2520.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.26,,,0.0,60.5,78.66666666666667,42.333333333333336,60.0,,190.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,5.59,,,0.0,60.16666666666666,76.33333333333333,44.0,52.0,36.567795,-79.349205,146.75,2.91,,,0.0,53.0,74.0,32.0,35.0,37.013870000000004,-76.33370000000002,7.524999999999999,6.486666666666667,,,0.0,57.875,73.5,42.25,
2001-12-06,0.0,2700.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,8.280000000000001,,,0.0,63.66666666666666,76.66666666666667,50.66666666666666,62.0,,230.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,5.82,,,0.0,62.33333333333334,76.33333333333333,48.33333333333334,59.0,36.567795,-79.349205,146.75,5.59,,,0.0,57.25,75.5,39.0,40.0,37.013870000000004,-76.33370000000002,7.524999999999999,10.363333333333333,,,0.0,61.875,74.25,49.5,
2001-12-07,0.0,2160.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.465,,,0.006666666666666667,59.66666666666666,65.66666666666667,53.66666666666666,57.0,,210.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,2.01,,,0.03,59.16666666666666,68.0,50.33333333333334,52.0,36.567795,-79.349205,146.75,4.7,,,0.0,59.5,72.0,47.0,59.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.456666666666668,,,0.0,61.125,67.5,54.75,
2001-12-10,0.0,1020.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.13,,,0.09333333333333334,40.16666666666666,51.33333333333334,29.0,41.0,,40.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,0.67,,,0.44333333333333336,38.66666666666666,46.66666666666666,30.66666666666667,37.0,36.567795,-79.349205,146.75,6.71,,,0.42,44.0,50.0,38.0,40.0,37.013870000000004,-76.33370000000002,7.524999999999999,10.29,,,0.0875,49.375,54.25,44.5,
2001-12-11,0.0,540.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,7.1549999999999985,,,0.9333333333333332,46.83333333333334,49.66666666666666,44.0,45.0,,55.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,2.46,,,0.7566666666666667,45.0,52.66666666666666,37.333333333333336,43.0,36.567795,-79.349205,146.75,5.37,,,0.565,43.0,46.0,40.0,44.0,37.013870000000004,-76.33370000000002,7.524999999999999,11.71,,,1.1925,53.125,55.25,51.0,
2001-12-12,0.0,900.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.915,,,0.01,47.5,49.33333333333334,45.66666666666666,45.0,,30.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,1.79,,,0.06,44.66666666666666,47.33333333333334,42.0,44.0,36.567795,-79.349205,146.75,5.59,,,0.03,46.75,48.5,45.0,47.0,37.013870000000004,-76.33370000000002,7.524999999999999,8.203333333333333,,,0.0,53.375,55.5,51.25,
2001-12-13,0.0,810.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,7.94,,,0.01,56.16666666666666,65.33333333333333,47.0,38.0,,215.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.035,49.0,54.0,44.0,50.5,36.567795,-79.349205,146.75,4.7,,,0.03,49.75,53.0,46.5,48.0,37.013870000000004,-76.33370000000002,7.524999999999999,8.876666666666667,,,0.0,59.5,66.5,52.5,
2001-12-14,0.0,1260.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,10.29,,,0.0,62.5,70.33333333333333,54.66666666666666,65.0,,220.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,6.93,,,0.006666666666666667,52.0,60.33333333333334,43.66666666666666,53.5,36.567795,-79.349205,146.75,7.61,,,0.005,56.5,63.0,50.0,56.0,37.03934,-76.34851333333334,8.299999999999999,10.96,,,0.0033333333333333327,66.66666666666667,72.66666666666667,60.66666666666666,
2001-12-17,0.0,1800.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,7.27,,,0.17,49.16666666666666,65.0,33.333333333333336,57.0,,200.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,7.38,,,0.16666666666666666,43.83333333333334,53.0,34.666666666666664,44.5,36.567795,-79.349205,146.75,2.91,,,0.4,46.25,58.5,34.0,40.0,37.013870000000004,-76.33370000000002,7.524999999999999,8.35,,,0.015,52.125,68.5,35.75,
2001-12-18,0.0,2340.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,11.525,,,0.3533333333333333,50.16666666666666,61.0,39.333333333333336,50.0,,320.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,6.26,,,0.07666666666666666,46.66666666666666,56.33333333333334,37.0,44.0,36.567795,-79.349205,146.75,11.86,,,0.42,49.0,60.5,37.5,54.0,37.013870000000004,-76.33370000000002,7.524999999999999,12.9,,,0.3325,52.875,63.5,42.25,
2001-12-19,0.0,1350.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.48,,,0.0,43.0,56.33333333333334,29.66666666666667,45.0,,180.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,4.03,,,0.0,43.16666666666666,55.0,31.33333333333333,39.5,36.567795,-79.349205,146.75,3.8,,,0.0,44.0,58.5,29.5,32.0,37.013870000000004,-76.33370000000002,7.524999999999999,5.593333333333334,,,0.0,46.125,58.0,34.25,
2001-12-20,0.0,1080.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,11.185,,,0.0,42.5,50.0,35.0,36.0,,300.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,10.29,,,0.0,42.333333333333336,50.33333333333334,34.333333333333336,37.5,36.567795,-79.349205,146.75,10.51,,,0.0,43.25,54.0,32.5,44.0,37.013870000000004,-76.33370000000002,7.524999999999999,10.883333333333333,,,0.0,45.25,51.75,38.75,
2001-12-21,0.0,720.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.9350000000000005,,,0.0,38.0,50.0,26.0,37.0,,315.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,8.05,,,0.0,37.66666666666666,47.0,28.33333333333333,38.5,36.567795,-79.349205,146.75,6.71,,,0.0,38.5,50.0,27.0,28.0,37.013870000000004,-76.33370000000002,7.524999999999999,10.066666666666666,,,0.0,41.25,48.5,34.0,
2002-01-02,0.0,360.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,3.355,,,0.0,26.375,34.5,18.25,25.5,0.0,15.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,1.57,,,0.0,25.5,35.0,16.0,22.5,36.567795,-79.349205,146.75,3.36,,,0.03,26.5,34.0,19.0,22.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.606666666666666,,,0.035,30.5,34.75,26.25,
2002-01-03,0.0,0.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,8.725000000000001,,,0.4625,28.25,31.75,24.75,26.5,0.0,180.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,4.25,,,0.04666666666666667,28.83333333333333,36.333333333333336,21.33333333333333,26.0,36.567795,-79.349205,146.75,10.29,,,0.175,27.5,31.5,23.5,25.0,37.013870000000004,-76.33370000000002,7.524999999999999,19.086666666666666,,,0.625,31.75,35.0,28.5,
2002-01-04,0.0,0.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,7.604999999999999,,,0.0225,29.75,37.5,22.0,26.0,0.0,340.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,6.04,,,0.0033333333333333327,31.16666666666667,38.66666666666666,23.66666666666667,34.5,36.567795,-79.349205,146.75,6.49,,,0.005,24.25,35.5,13.0,14.0,37.013870000000004,-76.33370000000002,7.524999999999999,10.886666666666665,,,0.0,31.625,38.0,25.25,
2002-01-07,0.0,0.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,7.05,,,0.35500000000000004,34.0,37.0,31.0,32.5,0.0,315.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,3.8,,,0.2,32.166666666666664,36.66666666666666,27.66666666666667,29.5,36.567795,-79.349205,146.75,10.07,,,0.33,33.75,38.5,29.0,35.0,37.013870000000004,-76.33370000000002,7.524999999999999,9.096666666666666,,,0.0175,35.625,37.5,33.75,
2002-01-08,0.0,360.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,5.815,,,0.0,31.25,40.0,22.5,27.5,0.0,240.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,6.26,,,0.0,31.66666666666667,39.333333333333336,24.0,32.0,36.567795,-79.349205,146.75,6.49,,,0.0,32.75,41.5,24.0,26.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.2333333333333325,,,0.0,33.375,39.75,27.0,
2002-01-09,0.0,360.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,11.41,,,0.0,38.5,50.75,26.25,38.5,0.0,210.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,11.18,,,0.0,40.66666666666666,51.0,30.33333333333333,43.0,36.567795,-79.349205,146.75,8.5,,,0.0,38.5,50.5,26.5,28.0,37.013870000000004,-76.33370000000002,7.524999999999999,14.766666666666666,,,0.0,42.0,53.0,31.0,
2002-01-10,0.0,396.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,5.925,,,0.0,52.0,62.75,41.25,50.0,0.0,230.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,7.61,,,0.0,51.83333333333334,60.0,43.66666666666666,49.5,36.567795,-79.349205,146.75,6.04,,,0.0,47.0,63.5,30.5,32.0,37.013870000000004,-76.33370000000002,7.524999999999999,8.203333333333333,,,0.0,56.125,65.75,46.5,
2002-01-11,0.0,900.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,7.939999999999999,,,0.0425,48.625,57.25,40.0,44.5,0.0,335.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,6.49,,,0.02666666666666667,45.66666666666666,55.33333333333334,36.0,41.0,36.567795,-79.349205,146.75,10.29,,,0.0,46.25,61.5,31.0,54.0,37.013870000000004,-76.33370000000002,7.524999999999999,8.426666666666668,,,0.0,44.625,56.25,33.0,
2002-01-14,0.0,450.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,6.71,,,0.0,40.125,54.75,25.5,35.5,0.0,185.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,7.83,,,0.0,42.66666666666666,52.0,33.333333333333336,41.5,36.567795,-79.349205,146.75,3.58,,,0.0,37.0,52.5,21.5,22.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.68,,,0.0125,42.25,56.25,28.25,
2002-01-15,0.0,720.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,8.725,,,0.0,45.875,57.5,34.25,40.5,0.0,255.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,5.82,,,0.0,42.833333333333336,54.33333333333334,31.33333333333333,37.0,36.567795,-79.349205,146.75,7.83,,,0.0,40.25,54.5,26.0,29.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.68,,,0.0,49.875,59.75,40.0,
2002-01-16,0.0,540.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,3.58,,,0.0,37.875,51.0,24.75,33.5,0.0,290.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,2.68,,,0.0,38.66666666666666,49.33333333333334,28.0,34.5,36.567795,-79.349205,146.75,4.7,,,0.0,40.25,53.0,27.5,30.0,37.013870000000004,-76.33370000000002,7.524999999999999,5.966666666666668,,,0.0,38.75,46.0,31.5,
2002-01-17,0.0,360.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,8.165,,,0.0,43.375,52.25,34.5,43.0,0.0,235.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,7.16,,,0.0,44.0,55.33333333333334,32.666666666666664,37.0,36.567795,-79.349205,146.75,5.37,,,0.005,45.25,60.0,30.5,41.0,37.013870000000004,-76.33370000000002,7.524999999999999,7.53,,,0.0,46.625,55.75,37.5,
2002-01-21,0.0,180.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,7.380000000000001,,,0.1125,40.625,50.0,31.25,33.0,0.0,230.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,6.04,,,0.01,39.16666666666666,48.33333333333334,30.0,33.5,36.567795,-79.349205,146.75,4.25,,,0.075,39.75,47.5,32.0,35.0,37.013870000000004,-76.33370000000002,7.524999999999999,6.19,,,0.1775,40.625,46.25,35.0,
2002-01-23,0.0,360.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,8.945,,,0.11,44.125,50.75,37.5,50.5,0.0,215.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,10.74,,,0.08,45.33333333333334,53.0,37.66666666666666,43.0,36.567795,-79.349205,146.75,5.14,,,0.375,43.5,48.0,39.0,34.0,37.013870000000004,-76.33370000000002,7.524999999999999,9.693333333333333,,,0.24,49.5,59.25,39.75,
2002-01-24,0.0,180.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,11.97,,,0.03,54.375,68.5,40.25,45.0,0.0,235.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,8.5,,,0.0033333333333333327,50.66666666666666,59.33333333333334,42.0,46.0,36.567795,-79.349205,146.75,10.51,,,0.31000000000000005,51.25,56.0,46.5,58.0,37.013870000000004,-76.33370000000002,7.524999999999999,15.14,,,0.005,60.75,69.0,52.5,
2002-01-25,0.0,900.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,6.9350000000000005,,,0.14750000000000002,46.25,61.0,31.5,33.5,0.0,190.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,5.37,,,0.0,44.83333333333334,58.0,31.66666666666667,41.5,36.567795,-79.349205,146.75,7.38,,,0.315,48.75,60.0,37.5,47.0,37.013870000000004,-76.33370000000002,7.524999999999999,8.5,,,0.34500000000000003,46.375,59.25,33.5,
2002-01-28,0.0,720.0,0.0,0.0,0.0,37.628435,-77.3792525,57.475,7.27,,,0.0,54.75,69.25,40.25,55.5,,245.0,0.0,,,38.060466666666656,-78.47573333333331,230.03333333333333,6.71,,,0.0,56.66666666666666,70.66666666666667,42.66666666666666,53.5,36.567795,-79.349205,146.75,4.03,,,0.0,52.5,70.0,35.0,44.0,37.013870000000004,-76.33370000000002,7.524999999999999,6.8599999999999985,,,0.01,58.5,69.25,47.75,
